State Name,Temperature ⁰C,pH,Conductivity (μmhos/cm),Nitrate N (mg/L),Faecal Coliform (MPN/100ml),Total Coliform (MPN/100ml),Total Dissolved Solids (mg/L),Fluoride (mg/L)
ODISHA,24.0,7.2,500.5,6.25,2.0,2.0,483.5,0.5
ODISHA,29.5,6.95,458.5,1.15,2.0,2.0,1274.8,0.3
ODISHA,21.0,7.2,261.5,0.55,6.5,14.5,633.8,0.2
ODISHA,28.5,6.35,557.0,1.4,2.0,2.0,940.6,0.25
ODISHA,22.5,6.25,114.5,0.95,2.0,2.0,418.6,0.35
ODISHA,21.5,6.95,249.5,0.95,2.0,2.0,967.0,0.25
ODISHA,28.0,6.0,435.5,0.95,2.0,2.0,418.6,0.2
ODISHA,21.5,6.9,276.0,2.3,2.0,2.0,566.8,0.25
ODISHA,23.5,7.4,312.0,0.95,2.0,2.0,818.8,0.25
ODISHA,20.5,7.05,284.0,1.2,2.0,2.0,1274.8,0.3
ODISHA,28.5,5.7,545.0,0.7,2.0,2.0,474.6,0.2
ODISHA,25.5,6.95,161.5,0.7,2.0,2.0,561.8,5.5
ODISHA,23.5,7.75,612.5,0.45,2.0,2.0,1008.8,1.0
ODISHA,26.0,6.6,373.5,0.6,2.0,2.0,418.6,0.2
ODISHA,23.0,7.2,290.0,1.3,2.0,2.0,921.2,21.7
ODISHA,27.75,5.85,217.5,0.85,2.0,2.0,355.6,0.2
ODISHA,32.0,7.25,763.5,0.8,2.0,2.0,1245.2,0.65
ODISHA,23.0,7.65,1067.5,1.25,2.0,2.0,924.0,0.55
ODISHA,32.15,8.2,1111.0,0.5,2.0,2.0,1008.8,0.85
ODISHA,22.0,6.9,539.5,0.9,2.0,2.0,967.0,0.25
ODISHA,26.5,7.1,601.5,0.7,2.0,2.0,1012.8,0.2
ODISHA,23.5,7.55,590.0,1.25,2.0,2.0,924.0,0.55
ODISHA,30.0,7.0,881.0,18.6,2.0,2.0,497.6,0.2
ODISHA,24.5,7.3,626.0,1.5,2.0,2.0,921.2,0.5
ODISHA,25.0,7.45,632.0,1.0,2.0,2.0,776.6,0.25
ODISHA,30.5,7.4,883.5,2.45,2.0,2.0,921.2,0.55
ODISHA,26.5,7.5,1528.5,1.35,2.0,2.0,921.2,0.3
ODISHA,25.0,6.9,2113.5,1.15,2.0,2.0,1274.8,0.3
ODISHA,25.5,7.5,604.0,0.7,2.0,2.0,1141.8,0.4
ODISHA,28.0,7.5,1203.0,1.3,2.0,2.0,921.2,0.2
ODISHA,30.15,8.2,21231.5,0.3,2.0,2.0,963.4,0.55
ODISHA,30.5,7.8,747.5,0.85,2.0,2.0,1064.4,0.9
ODISHA,24.5,7.2,402.5,0.85,2.0,2.0,931.4,0.2
ODISHA,25.5,7.3,485.0,1.0,2.0,2.0,1274.8,0.3
ODISHA,25.5,6.7,302.0,1.45,2.0,2.0,1109.2,0.2
ODISHA,31.0,7.15,582.0,8.7,2.0,2.0,352.7,0.25
ODISHA,26.5,7.2,1940.0,16.5,2.0,3.5,567.7,0.35
ODISHA,29.0,8.0,1584.0,5.1,34.4,437.5,1012.6,0.2
ODISHA,23.5,7.2,711.5,21.0,2.0,2.0,424.3,0.85
ODISHA,30.0,6.95,697.5,6.15,2.0,2.0,552.6,0.65
ODISHA,30.0,7.1,486.0,1.15,2.0,2.0,1274.8,0.8
ODISHA,26.0,7.15,2063.0,0.6,12.5,25.5,610.6,0.35
ODISHA,25.5,7.45,1567.0,0.9,2.0,2.0,1316.6,0.25
ODISHA,27.0,7.25,611.5,1.0,2.0,2.0,1274.8,0.65
ODISHA,28.5,6.15,407.0,0.55,2.0,2.0,476.4,0.45
ODISHA,28.0,6.7,225.0,0.7,2.0,2.0,527.2,0.55
ODISHA,26.0,7.0,198.0,0.8,2.0,2.0,967.0,0.35
ODISHA,22.5,5.6,97.0,0.95,2.0,2.0,159.0,0.2
ODISHA,26.0,7.25,425.5,1.3,2.0,2.0,10.0,0.75
ODISHA,22.0,7.1,244.5,1.3,2.0,2.0,921.2,0.25
ODISHA,28.5,5.8,349.0,0.75,2.0,2.0,474.6,0.25
ODISHA,20.5,7.1,771.5,1.4,2.0,2.0,921.2,0.25
ODISHA,23.5,7.3,773.0,0.8,2.0,2.0,838.8,0.65
ODISHA,23.5,7.15,280.5,0.95,2.0,2.0,1274.8,0.2
ODISHA,21.5,6.8,903.0,1.0,2.0,2.0,967.0,0.25
ODISHA,24.5,6.85,322.5,0.55,2.0,2.0,535.0,0.4
ODISHA,23.0,5.95,130.0,1.1,2.0,2.0,418.6,0.5
ODISHA,21.5,7.2,295.0,1.25,2.0,2.0,921.2,0.25
ODISHA,20.0,6.5,491.0,1.45,2.0,2.0,1009.0,0.2
ODISHA,20.0,6.85,1290.5,0.85,2.0,2.0,980.2,0.2
PUDUCHERRY,30.0,7.35,1474.5,8.05,4.3,10.2,912.5,0.5599999999999999
PUDUCHERRY,32.5,6.75,586.0,0.3,2.0,6.6,411.0,0.32
PUDUCHERRY,30.0,7.4,1430.0,3.03,2.1,11.0,759.0,0.6599999999999999
PUDUCHERRY,30.0,7.0,1204.5,9.48,3.3,21.2,807.5,0.55
PUDUCHERRY,30.5,7.6,1429.0,3.24,17.1,53.8,981.5,0.63
PUDUCHERRY,32.5,6.85,479.5,0.3,2.0,2.0,270.5,0.33999999999999997
PUDUCHERRY,30.5,6.1,562.0,1.72,2.0,2.0,300.0,0.28
PUDUCHERRY,31.0,7.55,783.5,0.83,80.4,191.8,486.5,0.45999999999999996
PUDUCHERRY,30.5,7.6,1250.5,4.3,2.0,2.0,760.0,0.7699999999999999
PUDUCHERRY,31.0,6.6,677.5,3.6,6.2,6.2,430.0,0.51
PUDUCHERRY,31.0,7.0,2280.0,1.44,17.5,48.7,1463.0,0.71
PUDUCHERRY,32.0,6.4,755.0,4.5,2.0,2.0,562.0,0.5900000000000001
PUDUCHERRY,30.5,6.1,1065.0,7.26,2.0,9.7,584.0,0.5
PUDUCHERRY,31.0,6.85,721.0,4.28,4.0,20.4,548.0,0.6100000000000001
PUDUCHERRY,29.5,7.0,1828.0,1.07,10.6,37.0,1169.0,0.5199999999999999
PUDUCHERRY,28.0,5.3,289.0,0.3,6.7,8.8,190.0,4.63
PUDUCHERRY,29.0,5.0,83.0,0.3,2.0,2.0,51.0,0.2
PUDUCHERRY,27.9,8.25,1978.0,0.35,2.4,11.8,1080.5,0.47999999999999987
PUDUCHERRY,31.25,6.35,1818.0,0.3,6.4,30.1,1249.0,0.5700000000000001
PUDUCHERRY,32.0,7.75,1846.5,0.3,5.8,29.9,1251.0,0.5999999999999999
PUDUCHERRY,28.1,8.05,1510.0,0.45,2.0,9.1,834.5,0.39999999999999997
PUDUCHERRY,32.0,7.35,349.5,0.3,2.0,2.0,185.5,0.35000000000000003
PUNJAB,28.2,7.7,1221.5,0.3,2.0,2.0,743.0,0.3
PUNJAB,29.9,7.8,844.0,0.3,2.0,2.0,475.0,0.2
PUNJAB,27.3,8.3,2140.5,0.8,2.0,2.0,1196.5,0.85
PUNJAB,25.8,8.15,1528.0,0.75,2.0,2.0,946.0,0.8
PUNJAB,27.0,8.2,585.0,1.15,2.0,2.0,324.0,0.3
PUNJAB,28.03,7.55,1123.5,0.35,2.0,2.0,651.5,0.3
PUNJAB,35.0,7.4,1041.0,7.2,2.0,2.0,680.0,0.3
PUNJAB,35.0,7.5,510.0,1.2,2.0,2.0,281.0,0.6
PUNJAB,26.0,7.3,1860.0,11.0,2.0,2.0,1056.0,0.2
PUNJAB,24.9,7.7,917.5,0.45,2.0,2.0,538.5,0.2
PUNJAB,26.4,7.75,799.5,0.5,2.0,2.0,502.5,0.4
PUNJAB,25.4,7.7,1636.0,9.2,2.0,2.0,931.0,0.3
PUNJAB,27.0,7.55,452.0,0.75,2.0,2.0,260.0,0.2
PUNJAB,29.0,8.0,1392.0,2.4,2.0,2.0,697.0,0.4
PUNJAB,25.2,7.7,624.0,0.3,2.0,2.0,350.0,0.35
PUNJAB,24.0,7.35,474.0,0.85,2.0,2.0,270.5,0.2
PUNJAB,38.0,7.7,915.0,2.1,2.0,2.0,578.0,0.2
PUNJAB,38.0,7.6,2015.0,1.4,2.0,2.0,1502.0,0.9
PUNJAB,24.4,7.7,953.5,0.5,2.0,2.0,597.5,0.45
PUNJAB,27.29,7.7,975.0,0.55,2.0,2.0,619.5,0.5
PUNJAB,24.7,7.85,625.0,0.31,2.0,2.0,365.0,0.25
PUNJAB,27.9,7.55,804.5,0.5,2.0,2.0,496.5,0.4
PUNJAB,26.5,7.75,693.5,0.9,2.0,2.0,491.0,0.35
PUNJAB,25.5,7.8,493.0,0.3,2.0,2.0,314.0,0.2
PUNJAB,24.1,7.5,517.0,0.3,2.0,2.0,305.0,0.5
PUNJAB,26.6,7.8,570.0,0.3,2.0,2.0,335.0,0.3
PUNJAB,29.0,7.9,911.0,1.2,2.0,2.0,498.0,0.4
PUNJAB,28.830000000000002,7.3,1160.0,10.3,2.0,2.0,638.0,0.2
PUNJAB,25.9,7.65,1609.0,0.3,2.0,2.0,941.0,0.4
PUNJAB,26.4,7.95,1608.5,3.55,2.0,2.0,909.5,0.45
PUNJAB,26.5,8.1,1033.0,1.65,2.0,2.0,590.5,0.25
PUNJAB,24.2,7.75,888.5,0.75,2.0,2.0,535.5,0.25
PUNJAB,24.9,7.85,527.0,0.35,2.0,2.0,317.5,0.3
RAJASTHAN,30.0,7.5,2595.0,1.97,4.0,5.5,1761.0,0.45
RAJASTHAN,30.5,7.6,1249.5,2.92,78.5,135.0,868.0,0.6
RAJASTHAN,28.0,7.9,2985.0,7.7,10.5,17.0,2036.0,1.2
RAJASTHAN,28.5,7.5,1533.0,3.09,14.0,24.5,1055.0,0.75
RAJASTHAN,28.5,8.1,1017.5,2.74,276.5,670.0,704.5,0.6
RAJASTHAN,30.0,8.0,1559.5,2.7,3.0,6.5,1058.5,0.55
RAJASTHAN,30.0,7.75,1790.0,7.56,3.0,10.0,1254.5,0.55
RAJASTHAN,29.0,7.9,2265.0,8.28,78.5,225.0,1502.0,0.7
RAJASTHAN,27.5,7.55,1710.0,3.78,240.0,460.0,1160.0,0.5
RAJASTHAN,30.0,7.6,1124.0,3.26,2.0,3.0,775.0,0.4
RAJASTHAN,30.0,7.8,4800.0,3.16,2.0,4.0,3678.0,0.8
RAJASTHAN,28.0,7.65,2535.0,6.7,180.0,335.0,1695.0,0.8
RAJASTHAN,29.0,7.75,2225.0,4.42,3.0,5.5,1525.5,0.4
RAJASTHAN,26.0,7.5,4135.0,1.37,39.0,97.5,2794.0,0.4
RAJASTHAN,26.0,7.45,957.5,1.3,2.5,3.5,671.5,0.5
RAJASTHAN,26.0,7.85,26500.0,5.1,2.5,3.0,20254.0,0.4
RAJASTHAN,26.0,7.75,15950.0,3.86,3.5,5.5,11674.0,0.5
RAJASTHAN,25.5,7.4,2550.0,1.99,11.5,21.0,1717.0,0.95
RAJASTHAN,30.5,7.7,1935.0,8.25,51.5,97.5,1320.5,1.0
,25.998928571428568,7.274838411819021,1407.0221579961465,2.404896480331263,68.59203980099502,107.90382244143034,922.0459710743802,0.4956299659477866
RAJASTHAN,26.0,7.8,5800.0,3.62,6.5,15.0,4156.0,0.65
RAJASTHAN,28.0,7.8,1061.0,3.08,9.0,15.5,715.0,0.55
RAJASTHAN,28.0,7.65,3170.0,4.9,3.5,5.5,2104.0,0.95
RAJASTHAN,31.0,7.9,1135.0,2.82,4.0,9.0,831.0,0.8
RAJASTHAN,26.0,8.05,1900.0,3.75,4.0,8.0,1412.0,0.95
RAJASTHAN,26.0,8.0,5500.0,5.48,5.5,11.5,2033.0,1.25
RAJASTHAN,27.0,7.95,1702.5,2.74,5.5,10.0,1096.0,0.55
RAJASTHAN,18.0,7.9,1275.0,2.5,5.0,9.0,894.0,1.0
RAJASTHAN,18.5,7.85,1115.0,2.92,6.5,11.5,812.0,0.95
RAJASTHAN,26.0,7.9,2530.0,3.91,4.0,8.0,1718.5,0.9
RAJASTHAN,23.5,7.35,2535.0,2.36,15.0,25.5,1729.5,1.0
RAJASTHAN,28.0,7.55,1417.5,1.9,9.0,24.5,948.5,1.15
RAJASTHAN,27.0,7.75,8495.0,5.35,3.5,7.0,6018.0,1.35
RAJASTHAN,27.0,7.85,2550.0,2.45,5.5,9.0,1834.0,0.55
RAJASTHAN,27.0,8.1,642.5,2.23,3.5,5.5,442.0,0.9
RAJASTHAN,28.5,7.8,2119.0,1.88,11.5,17.5,1573.5,0.8
RAJASTHAN,27.5,8.0,1695.0,2.9,5.0,9.0,1156.0,0.65
RAJASTHAN,26.0,7.0,1260.5,1.68,5.5,12.5,889.5,0.75
RAJASTHAN,28.0,7.65,2325.0,4.46,3.0,4.0,1579.5,0.75
RAJASTHAN,25.0,7.15,1188.0,2.87,3.0,7.5,802.0,0.65
RAJASTHAN,26.0,7.6,2850.0,3.82,5.5,10.0,2060.0,0.5
RAJASTHAN,29.5,7.15,1011.5,1.26,8.0,18.5,733.0,0.45
RAJASTHAN,27.0,8.1,1040.0,2.08,5.0,7.5,745.0,0.7
RAJASTHAN,27.0,7.8,1188.0,4.9,5.5,14.5,817.5,0.9
RAJASTHAN,25.0,7.05,1756.0,2.65,4.0,8.0,1216.5,0.7
RAJASTHAN,29.0,7.5,1294.5,1.75,8.5,12.0,882.5,0.45
RAJASTHAN,27.0,8.05,1720.0,2.5,5.5,10.0,1192.0,1.0
RAJASTHAN,27.0,8.3,395.0,1.17,14.0,20.5,282.0,0.9
RAJASTHAN,26.0,7.2,1775.0,1.8,2.5,3.5,1233.5,0.9
RAJASTHAN,26.0,8.25,729.0,0.93,8.0,20.0,500.5,0.5
RAJASTHAN,28.0,7.85,1495.0,1.88,3.5,3.5,1028.0,0.65
RAJASTHAN,25.5,7.1,1225.0,2.15,7.0,14.0,882.0,0.8
RAJASTHAN,25.5,7.1,1773.5,2.52,5.0,9.0,1213.5,0.75
RAJASTHAN,26.0,7.8,5935.0,5.04,7.0,11.0,4087.0,1.25
RAJASTHAN,25.5,6.9,1283.0,1.43,3.5,9.0,876.5,0.75
RAJASTHAN,26.0,8.0,11000.0,4.34,69.5,120.0,8141.0,0.5
RAJASTHAN,26.0,7.5,2550.0,2.4,6.5,14.0,1775.5,0.95
RAJASTHAN,28.0,8.0,627.0,1.31,3.5,8.0,427.5,0.65
RAJASTHAN,27.0,7.45,2485.0,3.2,14.0,20.5,1703.0,0.75
RAJASTHAN,25.5,8.05,1110.0,3.46,3.5,6.5,843.0,0.8
RAJASTHAN,28.5,7.35,1254.0,2.11,2.5,3.5,867.0,0.85
RAJASTHAN,30.0,8.3,1360.0,1.8,9.0,20.0,1022.0,0.4
RAJASTHAN,30.0,7.2,3405.0,2.94,11.5,21.0,2294.0,0.6
RAJASTHAN,28.0,7.0,4180.0,1.79,14.0,24.5,2821.0,0.85
RAJASTHAN,29.5,7.25,3455.0,1.28,20.0,24.5,2413.0,0.7
RAJASTHAN,29.0,7.6,1940.0,3.64,39.0,69.5,1334.0,0.5
RAJASTHAN,29.5,7.5,1583.0,3.94,2.0,4.0,1095.0,0.55
RAJASTHAN,30.0,7.75,1457.5,4.02,6.5,11.5,978.5,0.45
RAJASTHAN,29.0,7.2,2690.0,2.36,150.0,210.0,1680.0,0.4
RAJASTHAN,21.8,8.3,4575.0,2.74,9.0,17.0,3152.0,1.15
,25.998928571428568,7.274838411819021,1407.0221579961465,2.404896480331263,68.59203980099502,107.90382244143034,922.0459710743802,0.4956299659477866
RAJASTHAN,22.75,7.8,7705.0,4.0,6.5,14.0,5398.0,1.1
RAJASTHAN,24.6,7.25,5175.0,2.82,4.0,10.0,3456.0,0.45
RAJASTHAN,22.95,8.2,3955.0,2.36,5.5,14.5,2706.0,1.15
RAJASTHAN,22.6,8.1,6600.0,4.16,49.0,92.0,4441.0,0.9
RAJASTHAN,22.5,8.2,503.5,1.6,5.5,10.0,347.0,0.6
RAJASTHAN,23.0,7.9,9175.0,3.68,4.5,11.5,6314.0,1.15
RAJASTHAN,22.1,7.75,4430.0,3.03,5.5,11.0,2934.0,1.15
RAJASTHAN,28.5,8.15,5150.0,6.46,240.0,460.0,3559.0,1.1
RAJASTHAN,27.0,7.7,4900.0,2.2,4.0,9.0,3788.0,0.9
RAJASTHAN,26.0,7.95,24000.0,3.78,14.0,24.0,17795.0,1.1
RAJASTHAN,25.0,8.05,1140.0,3.64,9.0,14.0,829.0,0.85
RAJASTHAN,29.5,7.4,2230.0,1.7,14.5,25.5,1562.5,1.0
RAJASTHAN,29.5,7.35,2360.0,2.18,9.0,24.5,1628.0,0.6
RAJASTHAN,26.0,7.65,2375.0,3.1,5.5,7.5,1651.0,1.0
RAJASTHAN,25.5,7.55,8900.0,3.9,6.5,14.0,6139.0,1.0
RAJASTHAN,28.0,7.8,2145.0,3.75,6.0,9.0,1483.5,0.9
RAJASTHAN,29.5,7.75,1561.5,1.56,112.5,625.0,1094.5,0.65
RAJASTHAN,29.5,7.5,1038.0,3.54,57.0,107.0,730.5,0.4
RAJASTHAN,24.0,7.7,5400.0,4.4,11.5,22.0,3938.0,1.05
RAJASTHAN,29.0,7.3,1267.0,1.02,7.0,17.5,878.0,0.6
RAJASTHAN,26.0,7.65,10000.0,5.75,2.5,3.5,7466.0,0.5
RAJASTHAN,25.5,8.0,20450.0,4.68,6.0,11.5,14646.0,1.25
RAJASTHAN,26.0,8.3,3650.0,3.82,10.5,20.5,2677.0,1.05
RAJASTHAN,25.5,7.45,13815.0,4.15,5.5,9.0,9647.0,0.9
RAJASTHAN,28.0,8.3,519.0,1.97,17.5,28.0,359.0,0.9
RAJASTHAN,22.3,7.85,12760.0,4.69,57.0,112.5,8733.0,1.1
RAJASTHAN,26.0,7.8,7100.0,3.1,4.0,10.0,5266.0,0.5
RAJASTHAN,26.0,7.85,21050.0,4.03,7.0,12.5,15106.5,1.15
RAJASTHAN,28.0,7.85,3480.0,5.1,8.5,12.0,2557.0,0.95
RAJASTHAN,27.5,7.8,813.0,1.81,9.0,14.5,556.5,0.7
RAJASTHAN,23.0,8.0,770.0,3.51,5.0,8.5,534.5,0.6
RAJASTHAN,25.5,7.9,6760.0,4.52,5.5,13.5,4608.0,1.15
RAJASTHAN,25.5,7.2,5460.0,3.3,2.5,9.0,3692.0,1.15
RAJASTHAN,26.0,7.4,10825.0,3.37,5.5,12.0,7527.0,1.0
RAJASTHAN,26.0,7.5,4890.0,2.81,6.5,10.5,3296.0,1.1
RAJASTHAN,26.25,7.2,13155.0,4.94,4.0,9.0,9474.0,1.2
RAJASTHAN,26.0,7.7,5855.0,3.6,9.0,17.0,4069.0,1.05
TAMIL NADU,29.0,7.35,241.5,0.3,6.5,24.0,147.0,0.2
TAMIL NADU,26.0,8.0,894.5,3.35,5.0,16.5,591.0,0.2
TAMIL NADU,36.0,6.7,1909.0,0.3,2.0,8.0,1212.0,0.9
TAMIL NADU,30.0,6.9,4165.0,0.3,2.0,5.0,2712.0,0.55
TAMIL NADU,28.5,7.4,760.5,0.36,2.0,26.5,484.0,0.35
TAMIL NADU,26.0,7.05,777.5,0.32,116.0,353.0,494.0,0.5
TAMIL NADU,28.0,8.4,320.0,0.3,2.0,5.0,198.0,0.2
TAMIL NADU,29.0,7.3,796.0,0.41,2.0,2.0,502.0,0.2
TAMIL NADU,31.0,6.7,199.0,0.3,21.0,63.0,144.0,0.8
TAMIL NADU,28.5,6.95,1810.5,0.3,26.5,33.5,1170.0,0.2
TAMIL NADU,30.0,7.5,766.0,1.74,2.0,2.0,466.0,0.2
TAMIL NADU,28.0,6.6,1864.5,0.3,18.5,44.0,1504.0,0.2
TAMIL NADU,28.0,7.15,763.5,0.3,3.0,8.0,494.0,0.2
TAMIL NADU,29.0,7.3,1684.0,0.3,2.0,4.0,1028.0,0.2
TAMIL NADU,29.0,7.75,253.5,0.3,2.0,3.0,155.0,0.2
TAMIL NADU,32.5,7.0,1563.5,0.3,11.5,27.5,1022.0,0.55
TAMIL NADU,31.0,6.8,378.0,0.3,33.0,110.0,252.0,0.5
TAMIL NADU,28.0,7.4,951.5,0.6,22.5,92.5,615.0,0.2
TELANGANA,28.0,7.4,7040.0,22.8,2.0,2.0,4435.0,1.5
TELANGANA,25.0,7.1,3490.0,22.5,4.3,8.9,2044.0,0.4
TELANGANA,29.5,7.85,1205.0,13.15,2.0,109.0,742.0,0.95
TELANGANA,25.0,7.15,2267.5,20.5,2.2,12.3,1274.5,0.4
TELANGANA,29.0,8.25,1107.5,1.35,2.0,2.0,669.5,0.9
TELANGANA,25.0,6.85,1208.0,14.5,2.0,23.4,706.5,0.4
TELANGANA,22.0,7.2,1514.5,10.0,2.0,9.0,880.5,0.45
TELANGANA,30.1,7.35,1412.0,2.45,2.0,2.0,906.0,0.6
TELANGANA,25.0,6.9,3516.5,25.5,4.3,8.9,2009.5,0.45
TELANGANA,22.0,7.1,1551.0,13.5,2.0,8.2,832.0,0.25
TELANGANA,21.0,7.2,2019.0,18.0,4.3,11.2,1182.5,0.35
TELANGANA,21.0,7.05,2550.0,22.5,641.6,844.6,1425.0,0.25
TELANGANA,30.0,8.7,1106.0,6.2,2.0,2.0,667.0,0.7
TELANGANA,21.0,7.3,3456.5,25.0,2.4,5.1,1952.5,0.25
TELANGANA,22.0,7.05,1702.5,12.5,6.2,6.6,1002.5,0.3
TELANGANA,25.0,6.55,1100.5,17.5,2.0,2.0,694.0,0.5
TELANGANA,21.0,7.15,1682.0,13.5,3.2,7.1,942.5,0.3
TELANGANA,21.0,7.3,1068.5,9.0,2.0,9.7,607.0,0.25
TELANGANA,22.0,7.05,1826.0,11.5,2.2,6.5,1072.0,0.35
TELANGANA,22.0,6.6,1449.0,9.5,2.1,10.1,810.5,0.45
TELANGANA,21.0,6.8,1198.0,7.0,2.0,23.4,684.5,0.45
TELANGANA,29.0,7.8,2708.0,10.8,2.0,2.0,1706.0,0.8
TELANGANA,29.7,8.35,1721.5,19.7,2.0,2.0,999.0,0.85
TELANGANA,25.0,7.05,2360.0,12.0,2.2,5.3,1381.0,0.25
TELANGANA,19.5,7.2,1497.5,8.5,2.0,9.1,853.0,0.3
TELANGANA,31.0,6.8,1050.0,6.5,2.0,9.7,596.0,0.3
TELANGANA,24.0,7.15,1869.5,19.5,2.2,6.8,1060.0,0.55
TELANGANA,29.0,7.9,1580.0,22.15,2.0,63.0,938.5,0.95
,25.998928571428568,7.274838411819021,1407.0221579961465,2.404896480331263,68.59203980099502,107.90382244143034,922.0459710743802,0.4956299659477866
TELANGANA,31.0,7.65,2120.5,15.0,2.0,30.5,1265.0,0.95
TELANGANA,32.0,7.25,2709.5,9.75,2.0,55.5,1663.0,1.2
TELANGANA,30.0,8.3,1043.5,14.65,2.0,40.5,590.5,1.1
TELANGANA,30.0,8.5,835.0,5.6,2.0,41.5,504.0,0.9
TELANGANA,32.0,7.6,2239.5,13.45,2.0,46.5,1210.5,0.85
TELANGANA,31.0,6.95,1986.0,18.5,2.2,6.2,1161.5,0.35
TELANGANA,29.5,6.75,2089.0,19.5,4.1,12.4,1244.0,0.45
TELANGANA,29.5,6.55,3717.5,25.0,2.6,8.8,2109.0,0.4
TELANGANA,25.0,7.0,896.5,11.0,2.0,2.4,543.0,0.5
TELANGANA,29.0,7.65,1474.0,12.1,2.0,33.0,823.5,0.7
TELANGANA,28.0,7.85,2184.5,29.9,2.0,42.0,1386.5,1.25
TELANGANA,30.0,8.05,1803.5,1.0,2.0,5.0,1001.0,1.1
TELANGANA,27.0,8.25,512.5,0.3,2.0,2.0,289.0,0.7
TELANGANA,23.5,7.05,1207.5,5.5,2.0,2.0,671.0,0.3
TELANGANA,28.0,7.95,924.0,13.7,2.0,33.5,591.0,0.6
TRIPURA,24.25,5.95,114.5,0.3,2.0,2.0,63.0,0.2
TRIPURA,24.0,5.75,111.0,0.3,2.0,2.0,63.0,0.2
TRIPURA,24.25,6.45,111.5,0.3,2.0,2.0,66.0,0.2
TRIPURA,25.75,6.05,522.0,0.3,2.0,2.0,61.0,0.2
TRIPURA,24.25,5.85,116.0,0.3,2.0,2.0,63.0,0.2
TRIPURA,24.5,5.6,107.0,0.3,2.0,2.0,58.0,0.2
TRIPURA,24.0,5.45,112.0,0.3,2.0,2.0,61.0,0.2
TRIPURA,23.5,5.5,95.5,0.3,2.0,2.0,54.0,0.2
TRIPURA,24.5,6.1,101.5,0.3,2.0,2.0,56.0,0.2
TRIPURA,24.25,5.5,90.5,0.3,2.0,2.0,48.0,0.2
TRIPURA,25.0,5.95,123.5,0.3,2.0,2.0,65.0,0.2
TRIPURA,24.25,5.3,92.5,0.3,2.0,2.0,54.0,0.2
TRIPURA,24.75,5.6,112.5,0.3,2.0,2.0,64.0,0.2
TRIPURA,24.5,5.7,94.0,0.3,2.0,2.0,56.0,0.2
TRIPURA,24.5,6.25,94.0,0.3,2.0,2.0,53.0,0.2
TRIPURA,24.5,5.5,116.0,0.3,2.0,2.0,65.0,0.2
TRIPURA,24.75,5.75,101.0,0.3,2.0,2.0,57.0,0.2
TRIPURA,24.25,6.65,95.5,0.3,2.0,2.0,53.0,0.2
TRIPURA,24.25,6.45,92.5,0.3,2.0,2.0,51.0,0.2
TRIPURA,25.0,5.3,96.0,0.3,2.0,2.0,52.0,0.2
TRIPURA,23.75,5.7,102.0,0.3,2.0,2.0,62.0,0.2
TRIPURA,23.5,5.5,95.0,0.3,2.0,2.0,53.0,0.2
TRIPURA,24.25,5.6,97.5,0.34,2.0,2.0,60.0,0.2
TRIPURA,24.75,5.35,110.5,0.3,2.0,2.0,60.0,0.2
TRIPURA,24.25,5.65,122.5,0.3,2.0,2.0,70.0,0.2
TRIPURA,24.75,5.7,125.0,0.3,2.0,2.0,66.0,0.2
TRIPURA,23.25,6.0,101.0,0.3,2.0,2.0,55.0,0.2
TRIPURA,24.75,6.15,84.0,0.3,2.0,2.0,48.0,0.2
TRIPURA,24.0,5.95,90.5,0.3,2.0,2.0,55.0,0.2
TRIPURA,24.5,5.65,118.5,0.3,2.0,2.0,67.0,0.2
TRIPURA,24.5,5.5,108.5,0.3,2.0,2.0,60.0,0.2
TRIPURA,23.75,5.8,99.5,0.3,2.0,2.0,54.0,0.2
TRIPURA,24.5,7.15,101.0,0.3,2.0,2.0,57.0,0.2
TRIPURA,24.0,6.1,113.5,0.3,2.0,2.0,63.0,0.2
TRIPURA,24.0,6.4,112.5,0.3,2.0,2.0,64.0,0.2
TRIPURA,23.5,5.75,111.0,0.3,2.0,2.0,62.0,0.2
TRIPURA,24.0,5.5,110.0,0.3,2.0,2.0,65.0,0.2
TRIPURA,24.5,5.45,103.0,0.3,2.0,2.0,61.0,0.2
TRIPURA,24.0,5.55,86.0,0.3,2.0,2.0,53.0,0.2
TRIPURA,24.0,6.2,109.5,0.3,2.0,2.0,62.0,0.2
TRIPURA,24.5,6.7,99.0,0.3,2.0,2.0,56.0,0.2
TRIPURA,24.5,5.25,100.0,0.3,2.0,2.0,55.0,0.2
TRIPURA,24.5,6.0,86.5,0.3,2.0,2.0,46.0,0.2
TRIPURA,24.5,5.75,93.0,0.3,2.0,2.0,52.0,0.2
TRIPURA,23.5,5.7,93.0,0.3,2.0,2.0,51.0,0.2
TRIPURA,24.25,6.05,110.0,0.3,2.0,2.0,53.0,0.2
TRIPURA,24.5,6.4,92.5,0.3,2.0,2.0,51.0,0.2
TRIPURA,24.5,6.7,97.0,0.3,2.0,2.0,54.0,0.2
TRIPURA,24.75,5.55,107.0,0.3,2.0,2.0,55.0,0.2
TRIPURA,24.5,6.25,78.0,0.3,2.0,2.0,46.0,0.2
TRIPURA,24.5,5.7,112.0,0.34,2.0,2.0,62.0,0.2
TRIPURA,24.5,5.85,96.5,0.3,2.0,2.0,56.0,0.2
TRIPURA,24.25,5.6,91.5,0.3,2.0,2.0,52.0,0.2
