State Name,Temp,pH,Conductivity,Nitrate,Fecal_Coliform,Total_Coliform,TDS,Fluoride,WQI,WQI_Classification,WQI_Class_Encoded
GOA,30.5,7.07,759.5,0.32,240.0,177.25,251.5,0.4,36.24625934719306,Good,1
GOA,28.0,5.855,100.0,0.52,2.0,6.8,64.0,0.404,76.33333333333331,Very Poor,2
GOA,28.5,6.975,136.0,0.62,3.3,4.5,88.0,0.384,1.6666666666666903,Excellent,2
GOA,27.5,6.45,109.5,1.22,1216.5,1773.0,64.0,0.33,32.763843357785696,Good,1
GUJARAT,30.0,7.36,1490.0,0.4,2.0,2.0,920.0,1.68,150.94869316855895,Unsuitable for Drinking,4
GUJARAT,28.5,7.695,1664.5,1.11,16.19,81.7,1175.0,1.09,102.01272524579188,Unsuitable for Drinking,4
GUJARAT,25.97535,7.29030017921147,1414.3353658536585,3.3638274336283183,70.60394431554525,168.58667315175094,931.6065802592224,2.05475468975469,19.353345280764657,Excellent,2
GUJARAT,25.97535,7.29030017921147,1414.3353658536585,3.3638274336283183,70.60394431554525,168.58667315175094,931.6065802592224,2.05475468975469,19.353345280764657,Excellent,2
GUJARAT,27.0,7.835000000000001,1640.5,0.8500000000000001,13.06,47.67,1104.0,0.3,33.92881941273755,Good,1
GUJARAT,30.0,8.39,1768.0,1.24,12.19,71.44,1204.0,0.5509999999999999,92.66666666666671,Very Poor,2
GUJARAT,29.5,8.045,3637.0,1.215,4.44,40.63,2348.0,1.21,117.21627933522052,Unsuitable for Drinking,4
NAN,25.97535,7.29030017921147,1414.3353658536585,3.3638274336283183,70.60394431554525,168.58667315175094,931.6065802592224,2.05475468975469,19.353345280764657,Excellent,2
GUJARAT,27.5,7.475,1294.0,0.335,9.04,28.360000000000003,667.0,0.24,25.71301428585923,Good,1
GUJARAT,30.5,7.765000000000001,3370.0,0.36,10.71,2.0,2357.0,0.585,60.43037393845311,Poor,3
GUJARAT,27.5,7.564999999999999,1982.0,1.605,2.0,2.0,1036.0,0.795,75.64360484582839,Very Poor,5
GUJARAT,29.0,7.595000000000001,2992.0,0.49,12.7,192.72,1957.0,0.79,76.66600437301516,Very Poor,5
GUJARAT,28.0,7.925,1922.0,0.475,2.0,2.0,855.0,2.405,218.525447955032,Unsuitable for Drinking,4
GUJARAT,26.0,7.904999999999999,938.5,0.535,2.0,2.0,628.0,0.415,43.58917463143904,Good,1
GUJARAT,31.0,7.765000000000001,2040.0,5.585,5.08,22.4,1278.0,0.78,76.01595389563613,Very Poor,5
GUJARAT,28.5,8.04,827.0,2.195,87.8,884.7,544.0,1.645,151.85238359764202,Unsuitable for Drinking,4
GUJARAT,28.5,7.609999999999999,1406.5,3.65,6.38,13.71,870.0,0.92,86.33872921295874,Very Poor,5
GUJARAT,29.0,7.52,9079.0,3.43,5.5600000000000005,29.29,6556.0,1.375,134.87394276524722,Unsuitable for Drinking,4
GUJARAT,29.5,7.525,4969.5,0.64,2.0,2.0,3311.0,0.5,53.26159571931535,Poor,3
GUJARAT,29.0,8.25,787.0,1.976,2.0,2.0,364.0,0.54,83.33333333333334,Very Poor,2
GUJARAT,28.0,7.36,1878.0,0.51,11.62,21.94,1138.0,0.52,50.11391044957843,Poor,3
GUJARAT,27.0,7.54,663.0,0.49,29.4,155.41,424.0,0.48,46.42476156413925,Good,1
GUJARAT,28.0,7.564999999999999,966.5,0.52,25.92,85.7,547.0,0.4,39.94903598352256,Good,1
GUJARAT,27.0,7.47,3328.0,0.82,11.85,191.65,1780.0,0.79,76.08832273054719,Very Poor,5
GUJARAT,28.5,7.14,3095.5,0.4599999999999999,2.0,2.0,1745.0,1.0,91.9122942856563,Very Poor,5
GUJARAT,29.0,8.24,2232.5,0.63,2.0,2.0,1376.0,0.55,59.19263195141997,Poor,3
GUJARAT,28.0,7.655,2527.0,0.535,2.0,2.0,1551.0,0.77,74.73948396392011,Poor,3
GUJARAT,29.0,7.7,774.0,3.8690000000000007,2.0,2.0,358.0,0.82,46.66666666666668,Good,2
GUJARAT,29.5,7.04,7977.5,0.385,2.0,2.0,5273.0,0.52,55.27914967177021,Poor,3
GUJARAT,29.5,7.875,4034.0,0.49,2.0,2.0,2176.0,0.41,46.48921001633539,Good,1
GUJARAT,28.5,7.525,14350.0,0.575,2.0,2.0,8799.0,0.27,44.1931287350724,Good,1
GUJARAT,30.5,8.14,2412.0,0.32,2.0,2.0,1321.0,0.3299999999999999,39.43876688075163,Good,1
GUJARAT,25.97535,7.29030017921147,1414.3353658536585,3.3638274336283183,70.60394431554525,168.58667315175094,931.6065802592224,2.05475468975469,19.353345280764657,Excellent,2
GUJARAT,29.5,7.705,2044.0,2.954,2.0,2.0,1207.0,0.5559999999999999,47.0,Good,2
GUJARAT,31.0,7.64,4606.0,0.635,2.0,2.0,2821.0,0.51,54.39835961200905,Poor,3
GUJARAT,29.5,7.825,2064.5,1.35,18.380000000000003,39.83,1392.0,0.26,30.90103301068396,Good,1
GUJARAT,28.5,7.555,5795.0,0.435,2.0,2.0,3280.0,2.325,213.6087609959517,Unsuitable for Drinking,4
GUJARAT,29.0,7.635,6253.5,0.475,2.0,2.0,3897.0,1.145,111.7802043699713,Unsuitable for Drinking,4
NAN,25.97535,7.29030017921147,1414.3353658536585,3.3638274336283183,70.60394431554525,168.58667315175094,931.6065802592224,2.05475468975469,19.353345280764657,Excellent,2
GUJARAT,29.5,7.225,3641.5,0.62,2.0,2.0,2150.0,1.5,136.83293446057695,Unsuitable for Drinking,4
GUJARAT,27.5,7.51,1975.0,0.32,2.0,2.0,1050.0,0.52,51.1963963209854,Poor,3
GUJARAT,27.0,7.87,899.0,0.53,9.6,75.0,454.0,0.48,48.92600701102893,Good,1
GUJARAT,27.5,7.865,1133.5,0.4599999999999999,13.0,28.33,654.0,0.385,40.89064557777575,Good,1
GUJARAT,29.5,7.65,3943.0,0.5449999999999999,2.0,2.0,2620.0,0.375,41.961189490558965,Good,1
GUJARAT,28.0,8.030000000000001,2097.5,2.18,2.0,2.0,1185.0,0.26,68.66666666666674,Poor,2
GUJARAT,28.0,7.3,2654.0,0.44,2.0,2.0,1672.0,0.64,61.11788218224616,Poor,3
GUJARAT,26.4,7.17,2230.0,0.37,2.0,2.0,1320.0,0.95,86.75965411580881,Very Poor,5
GUJARAT,27.0,7.36,2993.0,0.73,2.0,2.0,1760.0,0.8099999999999999,76.74548874278352,Very Poor,5
GUJARAT,28.0,7.395,3834.0,0.4499999999999999,2.0,2.0,2298.0,2.555,230.35178065930057,Unsuitable for Drinking,4
GUJARAT,27.0,7.56,2968.0,0.35,2.0,2.0,1852.0,1.335,123.95013494455095,Unsuitable for Drinking,4
GUJARAT,27.0,7.435,2796.5,0.4599999999999999,2.0,2.0,1660.0,1.1749999999999998,108.89400828437788,Unsuitable for Drinking,4
GUJARAT,26.5,7.564999999999999,1171.0,0.465,2.0,2.0,658.0,0.865,80.7880155541351,Very Poor,5
GUJARAT,26.0,7.199999999999999,1576.0,0.505,2.0,2.0,812.0,0.955,86.59557320995546,Very Poor,5
GUJARAT,34.0,7.785,3698.0,4.6000000000000005,5.91,28.0,2135.0,0.42,46.58294650919754,Good,1
GUJARAT,27.5,7.619999999999999,708.5,0.32,2.0,2.0,487.0,195.144,41.333333333333286,Good,2
GUJARAT,31.5,7.605,3920.0,0.34,2.0,2.0,2429.0,0.565,58.14608077395266,Poor,3
GUJARAT,30.0,7.93,2166.0,0.41,2.5,7.1,1200.0,0.93,90.1159584614292,Very Poor,5
GUJARAT,27.5,7.73,214.2,0.535,2.0,2.0,473.0,974.0,48.6666666666667,Good,2
GUJARAT,30.0,7.665,2419.0,0.66,2.2,26.4,1352.0,1.305,121.35569278300306,Unsuitable for Drinking,4
GUJARAT,27.5,7.84,2285.5,0.42,2.0,2.0,1276.0,2.94,265.1572889081667,Unsuitable for Drinking,4
GUJARAT,32.5,7.51,2363.0,1.8400000000000003,2.5,7.8,1299.0,1.205,33.999999999999986,Good,2
GUJARAT,28.5,7.475,3580.0,4.2,5.91,28.53,1997.0,1.215,113.69994597144856,Unsuitable for Drinking,4
GUJARAT,28.5,7.48,1781.5,5.325,42.39,21.34,1215.0,1.02,94.73704646455424,Very Poor,5
GUJARAT,28.0,7.535,3950.5,1.34,4.98,15.98,2718.0,0.86,83.59996258586229,Very Poor,5
GUJARAT,30.5,7.869999999999999,595.0,1.262,16.6,30.1,397.0,0.7449999999999999,57.99999999999995,Poor,2
GUJARAT,31.5,8.045,2952.5,0.5449999999999999,2.0,2.0,1644.0,0.25,32.44940860296878,Good,1
NAN,25.97535,7.29030017921147,1414.3353658536585,3.3638274336283183,70.60394431554525,168.58667315175094,931.6065802592224,2.05475468975469,19.353345280764657,Excellent,2
GUJARAT,30.5,8.18,2621.5,0.4,2.0,2.0,1450.0,0.285,36.03504943739284,Good,1
GUJARAT,29.0,7.604999999999999,7802.0,6.5200000000000005,5.2,58.4,5200.0,1.08,108.11707961728509,Unsuitable for Drinking,4
GUJARAT,29.0,7.619999999999999,2453.5,0.5549999999999999,2.0,2.0,1444.5,0.7849999999999999,75.7019435059203,Very Poor,5
GUJARAT,30.0,7.695,4031.0,0.585,2.0,2.0,2159.0,0.6950000000000001,70.13811980641039,Poor,3
GUJARAT,29.5,7.795,2372.5,0.4599999999999999,2.0,2.0,1494.0,0.685,68.10298919936282,Poor,3
GUJARAT,29.0,7.8,5857.0,2.795,26.910000000000004,65.5,3700.0,0.835,85.48732865593199,Very Poor,5
GUJARAT,29.0,7.66,3880.5,5.18,3.92,7.31,2521.0,0.94,91.47057333678303,Very Poor,5
GUJARAT,28.5,7.525,738.4,1.39,156.6,365.3,1024.0,0.35,35.00000000000003,Good,2
NAN,25.97535,7.29030017921147,1414.3353658536585,3.3638274336283183,70.60394431554525,168.58667315175094,931.6065802592224,2.05475468975469,19.353345280764657,Excellent,2
GUJARAT,29.5,7.885,1156.8,1.35,109.0,365.3,1674.0,0.5,58.999999999999986,Poor,2
GUJARAT,29.0,7.96,3020.0,0.52,2.0,4.8,1710.0,0.48,52.038517537718526,Poor,3
GUJARAT,29.0,7.54,3870.0,0.04,2.0,2.0,2146.0,0.24,29.161363244351097,Good,1
GUJARAT,31.0,7.375,3517.5,0.32,2.0,2.0,2304.0,0.4,41.72791056625981,Good,1
GUJARAT,31.0,7.814999999999999,4874.5,1.225,11.64,26.24,3092.0,1.015,100.07448495317524,Unsuitable for Drinking,4
GUJARAT,27.0,7.505,2634.5,0.325,4.74,39.61,1603.0,0.26,29.29198335514768,Good,1
GUJARAT,26.5,7.375,2588.5,0.32,5.2,33.6,1418.0,0.23,25.672566305461704,Good,1
GUJARAT,27.5,7.4,2828.0,0.33,2.0,25.6,1324.0,0.22,25.17054454692114,Good,1
NAN,25.97535,7.29030017921147,1414.3353658536585,3.3638274336283183,70.60394431554525,168.58667315175094,931.6065802592224,2.05475468975469,19.353345280764657,Excellent,2
GUJARAT,28.5,7.390000000000001,3492.0,0.32,6.709999999999999,28.0,2371.0,0.25,28.73118309844865,Good,1
GUJARAT,28.5,8.235,1793.5,2.12,10.41,22.74,1201.0,0.6599999999999999,68.34087056991243,Poor,3
GUJARAT,29.0,7.84,2488.0,0.5650000000000001,5.94,27.71,1614.0,0.81,79.48478271898053,Very Poor,5
GUJARAT,28.5,7.23,1134.0,4.890000000000001,82.9,18.93,677.0,0.65,59.88128405320672,Poor,3
HARYANA,27.9,7.9,862.0,3.03,281.9,74.6,598.0,0.536,60.00000000000002,Poor,2
HARYANA,27.65,7.65,1100.0,1.767,63.96,266.73,658.0,0.549,43.33333333333336,Good,2
HARYANA,26.92,7.9,1443.5,3.001,367.2,552.0,612.0,1.515,60.00000000000002,Poor,2
HARYANA,21.0,7.199999999999999,3365.0,4.877,11.85,9.04,1850.0,0.7070000000000001,13.333333333333286,Excellent,2
HARYANA,21.0,7.550000000000001,6150.0,2.295,3.4,15.8,3380.0,0.8,36.666666666666714,Good,2
HARYANA,21.0,7.65,4660.0,3.464,53.7,110.0,2575.0,1.0,43.33333333333336,Good,2
HARYANA,13.65,7.35,2380.0,1.8400000000000003,2.5,7.8,1305.0,0.718,23.333333333333307,Excellent,2
HARYANA,25.0,7.1,1180.0,2.111,4.64,25.860000000000003,650.0,0.7,6.666666666666643,Excellent,2
HARYANA,24.25,7.05,1370.0,1.541,152.2,750.0,755.0,0.758,3.3333333333333215,Excellent,2
HARYANA,28.0,7.4,1040.0,3.778,19.5,43.34,570.0,0.9,26.66666666666669,Good,2
HARYANA,26.8,7.5,1410.0,1.541,152.2,800.0,770.0,0.688,33.33333333333333,Good,2
HARYANA,23.8,7.1,1420.0,0.939,211.8,900.0,780.0,0.712,6.666666666666643,Excellent,2
HARYANA,25.3,8.19,904.0,0.38,272.6,491.5,530.0,0.23,29.312318002414795,Good,1
HIMACHAL PRADESH,28.2,7.19,1034.0,2.075,24.92,93.2,442.5,0.635,57.99720789070507,Poor,3
HIMACHAL PRADESH,23.0,7.855,643.0,2.66,20.0,5.65,319.0,0.78,74.81583061922301,Poor,3
HIMACHAL PRADESH,26.46,7.765000000000001,645.0,9.835,14.0,70.0,346.5,0.48,48.32415241124605,Good,1
HIMACHAL PRADESH,27.0,7.73,1807.0,2.52,11.4,22.29,1446.0,0.23,27.45026253310201,Good,1
HIMACHAL PRADESH,26.2,7.665,1223.5,8.52,4.0,38.0,641.3,0.5,49.99324201747177,Good,1
HIMACHAL PRADESH,25.75,7.54,1038.5,8.66,2.0,25.0,584.5,0.92,85.61859368500086,Very Poor,5
HIMACHAL PRADESH,26.0,6.88,753.0,0.32,2.0,24.0,480.0,0.5429999999999999,8.000000000000007,Excellent,2
HIMACHAL PRADESH,27.25,7.395,553.5,1.725,2.0,24.0,360.0,0.353,26.333333333333304,Good,2
HIMACHAL PRADESH,12.0,6.88,320.0,0.47,2.0,17.0,222.0,0.382,8.000000000000007,Excellent,2
HIMACHAL PRADESH,15.5,8.03,411.5,5.205,12.0,52.0,222.5,0.375,40.50085989102973,Good,1
HIMACHAL PRADESH,24.4,8.05,473.0,9.925,2.0,27.0,243.0,0.47,49.20367140494527,Good,1
HIMACHAL PRADESH,23.23,8.195,602.0,2.28,2.0,21.0,369.0,0.78,77.10568365141692,Very Poor,5
HIMACHAL PRADESH,29.6,7.765000000000001,1107.5,9.825,8.0,70.0,595.5,0.35,37.50772151706085,Good,1
HIMACHAL PRADESH,27.1,7.685,854.0,9.855,2.0,21.0,517.6,0.475,47.60305634188659,Good,1
HIMACHAL PRADESH,26.4,7.45,1011.0,2.11,24.92,93.2,411.0,0.3399999999999999,33.986424882557664,Good,1
HIMACHAL PRADESH,23.5,7.800000000000001,620.5,6.09,19.0,4.5,298.5,0.6950000000000001,67.13580114449215,Poor,3
HIMACHAL PRADESH,25.0,6.7,747.0,0.32,2.0,31.0,505.0,0.49,19.999999999999986,Excellent,2
HIMACHAL PRADESH,16.0,7.85,445.0,0.32,157.4,299.42,306.0,0.29,31.696848334500142,Good,1
HIMACHAL PRADESH,21.5,8.215,369.0,0.695,383.3,211.5,250.5,0.31,35.86608364025609,Good,1
HIMACHAL PRADESH,24.4,7.609999999999999,599.0,1.21,2.0,19.5,401.5,0.5650000000000001,40.66666666666663,Good,2
HIMACHAL PRADESH,25.75,7.285,491.0,1.89,2.0,13.8,320.5,0.415,19.000000000000007,Excellent,2
HIMACHAL PRADESH,21.0,7.48,711.5,2.185,29.58,61.0,486.5,0.28,28.69165880335637,Good,1
HIMACHAL PRADESH,25.17,8.0,477.5,6.47,631.4,1057.4,299.0,0.25,29.525604079789773,Good,1
HIMACHAL PRADESH,10.0,7.96,287.0,4.97,212.32,140.5,183.0,0.3429999999999999,64.0,Poor,2
HIMACHAL PRADESH,25.4,7.955,392.0,20.045,9.2,21.0,257.0,0.25,29.70516112176463,Good,1
HIMACHAL PRADESH,25.6,6.89,494.0,2.68,2.0,17.0,345.0,0.399,7.333333333333354,Excellent,2
HIMACHAL PRADESH,25.610000000000003,6.93,760.0,0.8,2.0,17.5,468.5,195.189,4.666666666666686,Excellent,2
HIMACHAL PRADESH,24.75,7.51,428.0,1.7899999999999998,2.0,19.0,292.5,0.348,33.999999999999986,Good,2
HIMACHAL PRADESH,18.0,7.345,130.5,1.0,2.0,22.5,90.0,0.414,22.999999999999986,Excellent,2
HIMACHAL PRADESH,23.0,6.845000000000001,420.0,2.7350000000000003,2.0,29.5,286.5,0.329,10.33333333333329,Excellent,2
HIMACHAL PRADESH,15.0,7.85,320.0,1.91,2.0,17.0,218.0,0.382,56.66666666666664,Poor,2
HIMACHAL PRADESH,14.0,7.09,592.0,2.28,2.0,13.0,408.0,0.6609999999999999,5.999999999999991,Excellent,2
HIMACHAL PRADESH,25.8,7.88,649.5,1.6,24.4,30.23,288.5,0.82,78.42982426769751,Very Poor,5
HIMACHAL PRADESH,27.5,7.255,949.5,2.12,24.92,94.8,426.0,0.595,54.863733778751815,Poor,3
HIMACHAL PRADESH,31.0,7.55,617.0,0.32,2.0,33.0,392.0,0.5519999999999999,36.66666666666665,Good,2
HIMACHAL PRADESH,9.5,7.725,351.5,1.595,533.8,881.1,239.5,0.515,50.428976298460825,Poor,3
HIMACHAL PRADESH,24.0,7.21,416.0,2.26,2.0,22.0,223.5,0.348,13.999999999999998,Excellent,2
HIMACHAL PRADESH,16.0,7.16,280.5,1.05,2.0,21.0,191.5,0.399,10.666666666666675,Excellent,2
HIMACHAL PRADESH,18.0,7.484999999999999,545.0,1.385,43.0,215.0,372.5,0.5,47.700617777169,Good,1
HIMACHAL PRADESH,22.5,7.21,158.0,1.5,2.0,24.0,110.5,0.374,13.999999999999998,Excellent,2
HIMACHAL PRADESH,22.3,7.18,155.0,0.73,2.0,24.0,103.0,0.3889999999999999,11.999999999999982,Excellent,2
HIMACHAL PRADESH,21.6,6.78,198.5,0.32,2.0,13.0,132.5,0.321,14.66666666666665,Excellent,2
HIMACHAL PRADESH,12.0,7.9,202.0,0.32,41.0,220.0,137.0,0.319,60.00000000000002,Poor,2
HIMACHAL PRADESH,27.0,7.359999999999999,471.0,1.46,2.0,27.0,283.0,0.355,23.999999999999964,Excellent,2
HIMACHAL PRADESH,22.75,7.359999999999999,532.0,1.865,2.0,19.0,299.0,0.491,23.999999999999964,Excellent,2
HIMACHAL PRADESH,20.0,8.215,239.5,0.8300000000000001,94.4,235.6,160.0,0.24,29.602194497712027,Good,1
HIMACHAL PRADESH,20.0,6.885,226.0,2.955,45.7,126.3,150.5,0.585,52.26952599458193,Poor,3
HIMACHAL PRADESH,23.75,7.324999999999999,1032.0,2.765,3.0,30.5,578.5,0.8299999999999998,21.66666666666662,Excellent,2
JAMMU & KASHMIR,18.0,7.1,468.0,1.951,695.4,1233.4,274.0,0.3869999999999999,6.666666666666643,Excellent,2
JAMMU & KASHMIR,21.0,7.96,186.0,2.59,282.9,841.0,110.0,0.3379999999999999,64.0,Poor,2
JAMMU & KASHMIR,18.0,6.86,430.0,2.162,111.7,366.8,256.0,0.362,9.33333333333331,Excellent,2
JAMMU & KASHMIR,23.0,7.88,1055.0,3.701,20.3,26.54,596.0,0.675,58.66666666666666,Poor,2
JAMMU & KASHMIR,23.0,7.32,312.0,1.0470000000000002,263.95,602.73,188.0,0.331,21.33333333333335,Excellent,2
JAMMU & KASHMIR,23.0,7.52,324.0,1.666,543.15,763.98,190.0,1.283,34.66666666666664,Good,2
JAMMU & KASHMIR,18.0,7.2,560.0,1.859,30.8,726.7,326.0,0.424,13.333333333333345,Excellent,2
JAMMU & KASHMIR,18.0,8.15,430.0,2.162,75.8,209.3,254.0,0.362,76.6666666666667,Very Poor,2
JAMMU & KASHMIR,21.0,7.65,320.0,2.105,381.15,922.98,188.0,0.3359999999999999,43.33333333333336,Good,2
JAMMU & KASHMIR,15.0,8.0,520.0,3.187,637.2,1088.76,304.0,0.483,66.66666666666666,Poor,2
JAMMU & KASHMIR,15.0,7.95,480.0,2.502,697.6,1234.6,282.0,0.393,63.33333333333334,Poor,2
JAMMU & KASHMIR,23.0,7.62,356.0,1.347,532.5,829.4,210.0,0.394,41.333333333333336,Good,2
JAMMU & KASHMIR,24.0,7.74,396.0,1.9650000000000003,112.94,386.1,234.0,0.359,49.33333333333334,Good,2
JHARKHAND,28.0,7.55,220.0,0.8469999999999999,62.8,178.2,215.0,0.4019999999999999,36.66666666666665,Good,2
JHARKHAND,27.0,7.55,257.5,1.396,62.4,190.4,253.0,0.4449999999999999,36.66666666666665,Good,2
JHARKHAND,22.0,6.699999999999999,318.0,1.387,43.2,107.6,384.0,0.346,20.00000000000005,Excellent,2
KARNATAKA,27.5,7.199999999999999,179.0,3.255,52.5,530.0,122.0,0.346,13.333333333333286,Excellent,2
KERALA,26.5,5.75,120.0,1.275,290.0,435.0,74.5,0.4640000000000001,83.33333333333334,Very Poor,2
KERALA,27.5,6.25,122.5,1.21,23.0,80.0,73.5,0.429,50.0,Good,2
KERALA,24.0,7.2,208.5,2.08,31.0,100.0,128.5,0.353,13.333333333333345,Excellent,2
KERALA,27.0,5.2,184.0,2.59,150.0,355.0,106.5,0.8379999999999999,120.0,Unsuitable for Drinking,2
KERALA,27.0,6.0,240.0,0.641,455.0,800.0,140.5,0.3199999999999999,66.66666666666666,Poor,2
KERALA,24.5,6.8,233.5,16.2,29.4,90.0,143.5,0.387,13.333333333333345,Excellent,2
KERALA,30.0,7.300000000000001,238.5,0.893,200.0,445.0,159.5,0.8,20.00000000000005,Excellent,2
KERALA,28.5,7.35,495.0,5.96,3100.0,5150.0,290.0,0.373,23.333333333333307,Excellent,2
KERALA,27.5,6.15,302.5,1.83,790.0,2395.0,190.5,0.3899999999999999,56.66666666666664,Poor,2
KERALA,27.0,5.9,272.5,4.3100000000000005,20.5,66.5,152.0,0.412,73.3333333333333,Poor,2
KERALA,27.5,7.300000000000001,200.5,9.35,250.0,490.0,130.0,0.78,70.80794815795616,Poor,3
KERALA,22.0,7.3,339.5,2.4,38.5,91.5,201.5,0.3289999999999999,19.999999999999986,Excellent,2
KERALA,28.0,6.6,80.0,0.392,265.0,475.0,47.0,0.476,26.66666666666669,Good,2
KERALA,28.0,4.95,108.0,0.587,130.0,300.0,67.0,0.404,136.66666666666666,Unsuitable for Drinking,2
KERALA,28.0,6.65,187.0,2.558,265.0,555.0,120.0,0.324,23.333333333333307,Excellent,2
KERALA,27.5,6.55,159.5,1.46,150.0,400.0,103.5,0.389,30.00000000000001,Good,2
KERALA,25.5,5.550000000000001,117.0,0.67,60.8,175.0,75.0,1.1,106.15207642122992,Unsuitable for Drinking,4
KERALA,25.5,5.45,202.5,1.19,50.6,200.0,136.0,0.319,103.33333333333331,Unsuitable for Drinking,2
KERALA,26.5,5.550000000000001,90.0,1.655,250.0,760.0,66.0,0.4760000000000001,96.66666666666663,Very Poor,2
KERALA,30.0,7.300000000000001,195.0,2.598,700.0,1800.0,120.0,0.8,20.00000000000005,Excellent,2
KERALA,25.0,6.8,243.0,36.24,40.0,75.0,154.5,0.295,13.333333333333345,Excellent,2
KERALA,23.5,7.75,329.5,3.81,35.5,100.5,213.0,0.369,50.0,Good,2
KERALA,27.0,5.45,139.5,2.605,339.5,550.0,83.5,0.384,103.33333333333331,Unsuitable for Drinking,2
KERALA,27.0,6.65,237.5,0.7050000000000001,70.0,225.0,163.0,0.3419999999999999,23.333333333333307,Excellent,2
KERALA,22.0,7.1,253.0,1.7000000000000002,32.0,115.5,141.0,0.3749999999999999,6.666666666666643,Excellent,2
KERALA,27.0,7.449999999999999,164.0,5.38,85.0,289.2,104.0,0.67,62.01427774226605,Poor,3
KERALA,28.5,6.699999999999999,132.5,6.38,190.9,226.7,88.5,0.5549999999999999,50.95222836067737,Poor,3
KERALA,27.5,6.25,177.0,0.57,247.0,965.0,102.0,0.4319999999999999,50.0,Good,2
KERALA,27.5,5.35,105.0,3.0,495.0,995.0,65.0,0.404,110.00000000000003,Unsuitable for Drinking,2
KERALA,27.5,7.65,870.0,0.5,400.0,600.0,553.5,0.48,47.42461862945038,Good,1
KERALA,28.0,6.2,98.5,0.445,220.0,355.5,59.0,0.476,53.33333333333332,Poor,2
KERALA,28.5,6.3,325.0,1.4170000000000005,339.5,630.0,212.5,0.39,46.66666666666668,Good,2
KERALA,28.0,7.05,114.5,0.489,335.0,610.0,70.0,0.414,3.3333333333333215,Excellent,2
KERALA,27.5,5.199999999999999,92.5,0.371,195.0,395.0,56.0,0.4760000000000001,120.00000000000004,Unsuitable for Drinking,2
KERALA,26.5,7.1,119.5,1.1,600.0,1400.0,72.0,0.33,29.689255040128245,Good,1
LAKSHADWEEP,28.7,7.13,810.0,1.256,37.0,240.0,543.0,0.6849999999999999,8.66666666666666,Excellent,2
LAKSHADWEEP,28.3,7.47,920.0,1.8060000000000005,5.970000000000001,8.0,616.0,0.381,31.333333333333318,Good,2
LAKSHADWEEP,28.5,7.21,960.0,3.7239999999999993,34.0,240.0,643.0,0.483,13.999999999999998,Excellent,2
LAKSHADWEEP,29.3,7.35,730.0,2.076,22.0,70.0,620.0,0.498,23.333333333333307,Excellent,2
LAKSHADWEEP,28.2,7.31,630.0,1.562,876.8,1600.0,422.0,0.732,20.666666666666643,Excellent,2
LAKSHADWEEP,26.4,7.47,690.0,1.877,23.0,130.0,462.0,0.518,31.333333333333318,Good,2
LAKSHADWEEP,29.9,7.48,640.0,2.766,13.0,23.0,355.0,0.367,32.00000000000003,Good,2
LAKSHADWEEP,28.5,7.29,620.0,2.444,17.0,22.0,570.0,0.5650000000000001,19.333333333333336,Excellent,2
LAKSHADWEEP,29.5,7.0,730.0,2.386,4.2,43.0,480.0,0.4949999999999999,0.0,Excellent,2
LAKSHADWEEP,28.2,7.46,660.0,2.946,19.0,33.0,570.0,0.465,30.666666666666664,Good,2
LAKSHADWEEP,27.3,7.47,720.0,2.504,130.0,240.0,482.0,0.501,31.333333333333318,Good,2
LAKSHADWEEP,29.5,7.18,1750.0,0.546,13.0,13.0,400.0,195.227,11.999999999999982,Excellent,2
LAKSHADWEEP,29.0,7.28,1530.0,10.138,4.0,22.0,1010.0,0.4960000000000001,18.666666666666686,Excellent,2
LAKSHADWEEP,29.4,7.44,1709.0,3.3879999999999995,170.0,170.0,1245.0,0.8360000000000001,29.33333333333336,Good,2
LAKSHADWEEP,27.6,7.18,1200.0,2.388,70.0,110.0,970.0,0.561,11.999999999999982,Excellent,2
LAKSHADWEEP,29.1,7.41,540.0,5.382999999999999,7.0,17.0,350.0,0.499,27.333333333333343,Good,2
LAKSHADWEEP,29.0,7.31,1720.0,1.7079999999999995,19.0,280.0,1152.0,0.8889999999999999,20.666666666666643,Excellent,2
LAKSHADWEEP,28.2,7.36,810.0,1.256,24.0,1600.0,543.0,0.6849999999999999,24.00000000000002,Excellent,2
LAKSHADWEEP,24.2,7.23,1130.0,0.914,22.0,130.0,757.0,0.6289999999999999,15.333333333333362,Excellent,2
LAKSHADWEEP,28.2,7.46,930.0,3.62,7.0,26.0,530.0,0.3949999999999999,30.666666666666664,Good,2
LAKSHADWEEP,29.6,7.24,1320.0,4.212000000000001,4.0,1600.0,1250.0,0.521,16.000000000000014,Excellent,2
LAKSHADWEEP,29.2,7.09,780.0,1.956,9.0,12.0,710.0,0.419,5.999999999999991,Excellent,2
LAKSHADWEEP,28.5,7.35,1620.0,5.662999999999999,11.0,21.0,990.0,0.453,23.333333333333307,Excellent,2
LAKSHADWEEP,28.6,7.44,840.0,3.069,7.0,22.0,460.0,195.077,29.33333333333336,Good,2
LAKSHADWEEP,31.05,7.199999999999999,1164.0,1.987,15.669999999999998,143.9,756.5,0.508,13.333333333333286,Excellent,2
LAKSHADWEEP,31.15,7.15,1715.0,2.088,15.79,102.3,1115.0,0.6309999999999999,10.000000000000025,Excellent,2
